Headline,Outlet,Is_Clickbait
Tunel Hřebeč na Svitavsku se kvůli kontrole techniky uzavře. Řidiči využijí objížďku po původní silnici,iROZHLAS,0
"Dluhy českých domácností u bank se zvýšily na 2,6 bilionu, rostou posledních 10 let",iROZHLAS,0
"Fotbalisty čeká proti Dánsku zápas desetiletí, pohlídat musí hlavně Höjlunda. ‚Známe ho,‘ uklidňuje Krejčí",iROZHLAS,0
Hvězda filmu Rivalové chystá v Praze nový film. Podle kina Edison začne Brühl natáčet na podzim,iROZHLAS,0
"Výtluky, trhliny, vyjeté koleje. Silničáři opravují úsek dálnice D10 mezi Starou Boleslaví a Svémyslicemi",iROZHLAS,0
"Česká ekonomika vzrostla o 2,6 procenta. Loňské výsledky byly nejvyšší od roku 2022",iROZHLAS,0
"Putin chce podle Chodorovského ukázat, že Západ je zranitelný. Trump by mohl být ruskou příležitostí",iROZHLAS,0
‚Počasí s tímhle byznysem hodně souvisí.‘ Příchod jara pro cykloservisy znamená více zákazníků,iROZHLAS,0
"Američané použili při útoku na Írán novou raketu. V budově, kde sportovaly děti, byly díry jako v cedníku",iROZHLAS,0
Tisíce keřů a stovky stromů. Krnov pokračuje v boji se suchem výsadbou protierozních dřevin,iROZHLAS,0
K útoku na Ruský dům zápalnými lahvemi se sám přihlásil cizinec. Akci plánoval od léta 2025,iROZHLAS,0
V Česku se loni narodilo nejméně dětí za dobu měření. Na historickém minimu jsou i manželství,iROZHLAS,0
Hádání hesel i podvodné AI telefonáty. Šumperská nemocnice investuje do kyberbezpečnosti,iROZHLAS,0
Petra Kvitová přivítala na svět dvojčata. K ročnímu synovi přibyly dvě dcery,iROZHLAS,0
ONLINE: Ukrajinci opět zaútočili na ruský přístav v Baltském moři. Je klíčový pro vývoz ruské ropy i uhlí,iROZHLAS,0
Nebeská blecha se z pražského klubu Avion stěhuje. Stane se novým exponátem v kunovickém muzeu,iROZHLAS,0
Ropný šok dává šanci uhlí. Anebo obnovitelným zdrojům?,iROZHLAS,0
Další případ rezignace ředitelky na Vysočině. V Horní Cerekvi podali výpověď všichni učitelé druhého stupně,iROZHLAS,0
Z funkcionalistické ruiny dům péče o seniory. Kutná Hora dala slavné Zelenkově vile nový život,iROZHLAS,0
"Přísné, ale jejich blbost, komentoval vyloučení Plzně v zápase Chlapík. Pak rozhodl o postupu Sparty",iROZHLAS,0
"Trump je ochoten ukončit válku, aniž by znovu otevřel Hormuzský průliv",Novinky,0
Martin Pohl o hře Poslední exekuce: Mám slabost pro odpudivé a bizarní postavy,Novinky,0
Korean Air šetří kvůli drahé ropě. Dopravci v Asii čelí „dvojitému šoku“,Novinky,0
S hledáním úspor pomohou zdarma obcím v Karlovarském kraji energetičtí manažeři,Novinky,0
Opilý cyklista na Olomoucku nezvládl jízdu. Po pádu skončil v nemocnici,Novinky,0
"ČNB vydělávala, přesto skončila ve ztrátě. Může za to silná koruna",Novinky,0
Dina Štěrbová: Provozovat v Nepálu nemocnici je stejný adrenalin jako horolezectví,Novinky,0
Tablet i přetržená vánoční světýlka. Plzeňané stáli frontu na tajemné balíčky,Novinky,0
Hráz Novomlýnské nádrže prochází modernizací po téměř padesáti letech provozu,Novinky,0
Burkicom tancem vypráví o vyhoření a absurditě běhu za dokonalostí,Novinky,0
V Číně odhalili nejdelší venkovní eskalátor na světě. Jízda zabere přes 20 minut,Novinky,0
V České Vsi dokončili rekonstrukci vodou poničeného pavilonu základní školy,Novinky,0
"U synagogy v centru Prahy se našlo podezřelé zavazadlo, policie vyslala pyrotechnika",Novinky,0
"Pokud v Maďarsku bude dál vládnout Orbán, Evropská unie už s ním nechce jednat v rukavičkách",Novinky,0
"Šéf Fordu cestoval nadivoko Austrálií, zkoumal specifické potřeby tamních motoristů",Novinky,0
"Penta loni zvýšila čistý zisk o 15 procent na 17,5 miliardy korun",Novinky,0
"Kamion na D3 táhl vrtnou soupravu. Řidič vážení nedovolil, zaplatil sto tisíc",Novinky,0
"Přímo před policisty vypadl řidiči u Pardubic z vozíku gauč, zachytila to kamera",Novinky,0
"Jaro venku: Přinášíme módní tipy na běh, kolo i procházky přírodou",Novinky,0
Jako scéna z Hitchcockova filmu. Neznámý dravec v Krkonoších zaútočil na automobil,Novinky,0
Praha 1 rekonstruuje nemocnici Na Františku za 63 milionů,Novinky,0
Zaplatil za auto zálohu a vyrazil pro něj do Pardubic. Zbytečně,Novinky,0
Komplikace pro dopravu ve Varech: Odstartovala oprava Pražského mostu,Novinky,0
"Útok měsíce plánoval. Policii se přihlásil muž, který hodil zápalné lahve na Ruský dům v Praze",Novinky,0
"Zelenskyj: Část spojenců chce, abychom omezili útoky na ruskou ropu",Novinky,0
"Situace Ukrajiny je kritická, Zelenskyj hledá spojence v zemích Perského zálivu",Novinky,0
"Příprava českého satelitního obra SOVA-S je hotová, do vesmíru by se mohl vydat v roce 2030",Novinky,0
"Politik ODS, který řídil pod vlivem alkoholu, rezignoval na funkci krajského radního",Novinky,0
Protidrogová razie v Praze: Podezřelý kanystr spustil manévry,Novinky,0
V Česku se loni narodilo nejméně dětí v historii,Novinky,0
Guvernér ČNB Aleš Michl bere víc než šéf amerického Fedu,SeznamZpravy,0
Václav Moravec naznačil svoje plány. Inspiraci hledá u slovenského kolegy,SeznamZpravy,0
Dentální hygiena může ušetřit tisíce. Mezizubní kartáček a nit nestačí,SeznamZpravy,0
"Policie už má muže, který hodil zápalné lahve na Ruský dům. Sám se přiznal",SeznamZpravy,0
„Něco je špatně.“ Kliniky asistované reprodukce spletly rodinám dárce,SeznamZpravy,0
"Velryba, která dvakrát uvázla na severu Německa, pluje volně mořem",SeznamZpravy,0
Recenze: Proti kultům a české zbrojovce. Harry Hole má seriál na Netflixu,SeznamZpravy,0
"Zkusili jsme novou službu státu. Moje konto ukáže, co se vám počítá do penze",SeznamZpravy,0
Skupina SPM podnikatelů Pavlíčka a Španěla koupila Karu Trutnov,SeznamZpravy,0
U vakcín vůbec nejde o minulost. To nejlepší totiž teprve přichází,SeznamZpravy,0
Válečný prezident Trump se historicky vymyká svým předchůdcům,SeznamZpravy,0
"Česká ekonomika loni vzrostla o 2,6 pct, ČSÚ potvrdil předchozí odhad",SeznamZpravy,0
"Do Česka přijede Johnny Depp, znovu vystoupí se svou rockovou kapelou",SeznamZpravy,0
Video: Vzdušné údery v Íránu způsobily masivní explozi podzemních skladů munice,SeznamZpravy,0
"Češi vymírají, narodilo se nejméně dětí v moderní historii",SeznamZpravy,0
Trhem firemních dluhopisů loni otřásly krachy velkých skupin,SeznamZpravy,0
Penta měla loni rekordní rok,SeznamZpravy,0
Ruský gubernátor hlásí nový útok na přístav Usť-Luga v Baltském moři,SeznamZpravy,0
Céline Dion se po vzácné nemoci vrátí na pódia,SeznamZpravy,0
"Íránský útok zasáhl kuvajtský tanker v Dubaji, únik ropy do moře již nehrozí",SeznamZpravy,0
Babiš a Fico vezou ministry k jednomu stolu. Opozice varuje před Moskvou,SeznamZpravy,0
Přes 50 Kč nejspíš nejede vlak. Ale vážně je to tak šílená cena?,SeznamZpravy,0
"Ruská vláda se chystá operátory přimět k poplatkům za VPN, píše Forbes",SeznamZpravy,0
Neděle bez aut i bez tankování. Jak svět čelil prvnímu velkému ropnému šoku,SeznamZpravy,0
Bude jako Maradona? Největší dánská zbraň. Číslo 9 může sestřelit Čechy,SeznamZpravy,0
Maďaři se bojí promluvit. Mají strach o práci i z dopadů na blízké,SeznamZpravy,0
"Izrael dosáhl v íránské válce většiny svých cílů, řekl Netanjahu",SeznamZpravy,0
Čtyři izraelští vojáci zemřeli při střetu s členy Hizballáhu na jihu Libanonu,SeznamZpravy,0
"Zvěř bez označení, hlavy laní v remízku. Co se dělo v honitbě u Mimoně",SeznamZpravy,0
"Podivné okolnosti smrti majitele OnlyFans: Zemřel dřív, než řekli!",Blesk,1
"Inspekce okamžitě zavřela restauraci v Hradišti! Plísně, špína i trus hlodavců!",Blesk,1
"Nejšťastnější okamžiky Aničky Slováčkové (†29): Vysněná místa, velké lásky i osudový koncert!",Blesk,1
"Dívka (15) se svíjela v křečích po HHC: Kamarádka na amfetaminu myslela, že je mrtvá",Blesk,1
ONLINE: Kallasová v Kyjevě. Ukrajina si připomíná výročí masakru v Buči,Blesk,1
Útok zápalnými lahvemi na Ruský dům v Praze: Cizinec se sám přihlásil! Chystal ho od léta,Blesk,1
Žena z Hodonínska přelstila podvodníky: Výběrčí peněz skončili ve vazbě,Blesk,1
Přešlap Babišových PR holek: Mráčková se Zicklerovou válely vlajku po zemi!,Blesk,1
Policie znovu u rapera Beránka (35): Rušení nočního klidu a převoz na záchytku!,Blesk,1
"Podzimek rezignoval na post radního v Jihomoravském kraji, Grolich to uvítal",Blesk,1
Olympic se tajně loučil s klávesistou Valentou (†66): Janda chápe sebevraždu!,Blesk,1
Svůdná Iva Kubelková: Pozdravy z peřin,Blesk,1
Velikonoční výklad karet: Kterému znamení hrozí fatální chyba? A kdo zazáří?,Blesk,1
StarDance odtajnilo dalšího účastníka: Zatančí »mladý Baťa«! A spekulace o Sandevě…,Blesk,1
"Influencerka Mína (†23), která zemřela v Thajsku: Veřejné poslední rozloučení na nábřeží",Blesk,1
Zelenskyj zveřejnil své příjmy: Kolik bere hlava Ukrajiny?,Blesk,1
"ONLINE: Íránský útok zasáhl tanker v Dubaji, hrozí únik ropy do moře",Blesk,1
"Nejnebezpečnější města Evropy: Drogy, násilí a slovní útoky",Blesk,1
Nejšílenější záhady světa: Šmoulové z Kentucky děsili sousedy. Vzácnou poruchu krve si potomci dědí dodnes!,Blesk,1
Hvězda Survivoru a Hell's Kitchen Samantha šokovala:  Láska se ženou!,Blesk,1
Babiš a Fico na zámku Nová Horka: Premiéra s premiéry! A na oběd svíčková či candát,Blesk,1
Šéfka Potravinářské komory o cenách vajec a beránků: Velikonoce prodraží ropa,Blesk,1
"Prudký růst cen pohonných hmot: Vláda (ZATÍM) marže nezastropuje, ale nachystá to...",Blesk,1
Štepán Kozub se pochlubil: Hodinky za 600 tisíc!,Blesk,1
Motiv krvavé tragédie v Paraguayi: Stavba pivovaru a spory v podnikání?!,Blesk,1
Do StarDance míří Marta Jandová: Proč dříve 3x odmítla!,Blesk,1
Zemřel porodník slavných Jaroslav Feyereisl (†72): Gott mu asistoval při narození Charlotty! Jednu věc ale Slavík odmítl…,Blesk,1
Proč se lehké espadrilky staly tou nejoblíbenější obuví na plážové dovolené?,Blesk,1
Budoucnost bydlení: Novým trendům se přizpůsobují i hypotéky,Blesk,1
Rakušan vzdal boj o vedení Sněmovny: STAN navrhuje mladou brunetu,Blesk,1
Architektonická soutěž na Nové Holešovice: Místo čeká zásadní proměna!,Blesk,1
Dominika Myslivcová ukázala růžové lamborghini za miliony a vyvolala vášnivé diskuze: Hejtry setřela v pár větách,Super,1
"Takhle vypadal Martin Fenin po roce na společenské akci: Nikdo netušil, kde se vzal. Pak zmizel ve stínu noci",Super,1
Krásné překvapení: Petra Kvitová porodila dvojčata!,Super,1
Divačky si letos přijdou na své. Ve StarDance bude tančit i tenhle mladý herec a přítel Prachařové,Super,1
Survivor 2026: Mise s nedozírnými následky. Poražený přijde o všechno,Super,1
VIDEO: Skandál v pražských Modřanech! Policie po rvačce zasahovala u Lea Beránka. Skončil na záchytce,Super,1
Tři zlata! Syn Arnolda Schwarzeneggera Joseph na své první kulturistické soutěži zaválel. Tyhle tátovy pózy předvedl,Super,1
Tenhle pohled by fanoušci Survivora uvítali: Lucie Borhyová předvedla nadupaný dekolt a přípravu na reality show,Super,1
Štěstí našla až napodruhé: Veronika Freimanová (70) má o patnáct let mladšího manžela. Na věku podle ní nezáleží,Super,1
Ester Ledecká se hodila do gala: Nový účes i sexy outfit. Elegantní rebelka v akci!,Super,1
Soudce nařídil Trumpovi dočasně zastavit výstavbu tanečního sálu Bílého domu,CT24,0
"Analýza: ETS 2 na domácnosti dopadne v řádu stokorun, pomoci mohou kompenzace",CT24,0
MŽP ruší desítky pracovních míst. Podle Deníku N zřídí nové oddělení pod Turkem,CT24,0
Soud poslal do vazby i pátého zadrženého v případu požáru ve zbrojovce,CT24,0
"Kuba dostala první zahraniční ropu od ledna, na ostrově přistál ruský tanker",CT24,0
"Mercedes-Benz Trucks plánuje v Chebu závod, chce zaměstnat přes tisíc lidí",CT24,0
"Poskytnutí unijní půjčky Ukrajině není jisté, připustila Kallasová",CT24,0
"Nový lék na spavou nemoc je přelom. V rozhovoru pro ČT vysvětluje jeho autorka, jak vznikl",CT24,0
"Plaga zkrátil školní rok, skončí v pátek 26. června",CT24,0
Itálie nepovolila americkým letadlům přistát na Sicílii,CT24,0
"Unie i některé evropské státy kritizují trest smrti, který přijal Izrael",CT24,0
Rusko i přes vysoké ztráty pokračuje v jarní ofenzivě,CT24,0
Szijjártó mluví na nahrávce s Lavrovem o sankcích. Pavel chce přehodnotit vztah s Maďary,CT24,0
Ukrajina si připomíná Buču. Maďarsko chybí v prohlášení o ruské odpovědnosti,CT24,0
Loni se narodilo nejméně dětí za dobu měření. Počet obyvatel stagnuje,CT24,0
Úder v Isfahánu způsobil masivní exploze,CT24,0
Izrael spustil „gazafikaci“ jihu Libanonu,CT24,0
"Babiš požádal Fica, aby Slovensko ukončilo stav ropné nouze",CT24,0
"Velryba Timmy bojuje s německými mělčinami, uvázla už potřetí. Záchranáři čekají na příliv",iROZHLAS,0
Trump musí dočasně zastavit výstavbu tanečního sálu Bílého domu. Zboural kvůli němu východní křídlo,iROZHLAS,0
"‚Martina, máš smolu, kultura drží spolu!‘ Tisíce Slováků protestovaly proti ministryni kultury",iROZHLAS,0
"Křižovatka na hraně kapacity. Modernizace čeká kruhový objezd v Chebu, investice vyjde na miliony",iROZHLAS,0
"Rakousko se shodne na zákazu sítí dětem. Proti jsou Svobodní, volí je mladí muži, tvrdí politoložka",iROZHLAS,0
Krajskou hygienickou stanici ve Zlíně povede nový ředitel. Přichází po obviněné Sedláčkové,iROZHLAS,0
"ONLINE: Rusko požaduje stažení Ukrajiny z Donbasu během dvou měsíců, uvedl Zelenskyj",iROZHLAS,0
Izraelským parlamentem prošel zákon o trestu smrti pro pachatele smrtících teroristických útoků,iROZHLAS,0
Čeští fotbalisté slaví postup na mistrovství světa. V rozhodujícím zápase udolali Dánsko po penaltách,iROZHLAS,0
"Více autovraků chce likvidovat firma v Prostějově. Obyvatelé sepsali petici, obávají se zvýšeného hluku",iROZHLAS,0
Fotbalisté do 21 let rozstříleli v kvalifikaci o evropský šampionát Gibraltar. Mikulenka nasázel hattrick,iROZHLAS,0
V jaderné elektrárně Dukovany budou ve středu dvě mimořádné zkoušky areálových sirén,iROZHLAS,0
"‚Běžte si vzít svou ropu!‘ Trump vzkázal spojencům, že jim na pomoc nepřijde. ‚Vy jste taky nepřišli,‘ dodal",iROZHLAS,0
"‚Samozřejmě, uděláme pro to vše.‘ Unikl záznam hovoru šéfů ruské a maďarské diplomacie",iROZHLAS,0
"Polohovací stoly, výukové centrum pro mediky i komplexní péče. V Liberci otevřela ortopedická klinika",iROZHLAS,0
AI fotky nebo videa v reklamách matou zákazníky e-shopů. Domů jim přijde jiné a nekvalitní zboží,iROZHLAS,0
Drobeček to nebude. Pod rukama slavného zvonaře se rodí zvon pro kostel sv. Petra a Pavla v Úštěku,iROZHLAS,0
Do Česka míří s investicí v řádu miliard německý výrobce nákladních tahačů Mercedes-Benz Trucks,iROZHLAS,0
"Hokejisté Karlových Varů udolali Liberec 1:0 v prodloužení, v semifinále se utkají s Třincem",iROZHLAS,0
"Ruské protesty kvůli omezení internetu, které se (ne)konaly",iROZHLAS,0
Unilever mění strategii. Potravinářskou divizi prodá a vsadí na kosmetiku,Novinky,0
Akcie v USA rekordně posílily,Novinky,0
„Není to jeho“. Soud nařídil Trumpovi zastavit přestavbu Bílého domu,Novinky,0
Necelé dva týdny do voleb v Maďarsku: Opoziční strana Tisza v průzkumech bezpečně vede,Novinky,0
Narodila se trojčata. Po deseti letech má olomoucká zoo mláďata vzácných levhartů mandžuských,Novinky,0
Masivní protest v Bratislavě. Pochod se táhl přes dva kilometry,Novinky,0
"Ve středu zaútočíme na americké technologické firmy, hrozí Írán. Na seznamu jich má 18",Novinky,0
Úlomek střely z Kirkova těla a nalezenou pušku nešlo prokazatelně spojit. Obhájci v tom vidí šanci,Novinky,0
Rychleji do Kladna i do Bavorska. Správa železnic rozjela miliardové modernizace,Novinky,0
Tramvaj v Praze srazila seniora,Novinky,0
Nahrávky Szijjárta s Lavrovem pobouřily slovenskou opozici,Novinky,0
Filip Turek se inspiroval Kazmou a už to nese ovoce,Novinky,0
RECENZE: Love Story sklízí rekordy. Kennedyovský pár přitom ukazuje v naleštěné vitríně,Novinky,0
Polsko odmítlo žádost USA o pomoc na Blízkém východě,Novinky,0
"Artemis neslouží k tomu, aby si pár astronautů mohlo zaskákat na měsíčním povrchu, upozorňuje studentka",Novinky,0
"Názory prezidenta nejsou relevantní, řekl Macinka k Pavlově prohlášení o Maďarsku",Novinky,0
Je to vlastizrádce. Maďarská opozice vyzývá Szijjárta k okamžité demisi,Novinky,0
"Do vazby kvůli teroristickému útoku v Pardubicích jde i čtvrtá osoba. Cizinka, která nepotřebovala tlumočníka",Novinky,0
Pavel: Česko by mělo přehodnotit vztahy s Maďarskem,Novinky,0
Vejce kvůli ptačí chřipce a vyšší poptávce ještě podraží,Novinky,0
"Mercedes-Benz Trucks plánuje otevřít závod v Chebu, zaměstná přes tisíc lidí",Novinky,0
"J&T Bance stoupl loni čistý zisk o tři procenta na 6,5 miliardy korun",Novinky,0
Kreml odmítl Zelenského nabídku na velikonoční příměří,Novinky,0
"Rekordní zisk, a pak propad. Zemědělce čeká po skvělém roce těžké pokračování",Novinky,0
Jako ve filmu Hej rup! Lidé v USA začali stloukat máslo při běhání,Novinky,0
Velikonoční tabule plná květin. Čím oživit sváteční výzdobu?,Novinky,0
Velikonoční TV program nabídne nejen pohádky,Novinky,0
S Vachatovou není problém. Poslanci jednali s BIS za zavřenými dveřmi,Novinky,0
Zrození piva v přímém přenosu Plzeňského Prazdroje. Vysílání potrvá celých 280 dní,Novinky,0
Mobil s „papírovým“ displejem míří do Česka. Cena nepřesáhne 8000 Kč,Novinky,0
Čechům opět vyšly penalty. Po 20 letech si zahrají fotbalové MS,SeznamZpravy,0
Akcie v USA propadly za čtvrtletí nejvíce od roku 2022,SeznamZpravy,0
"MS ve fotbale 2026: Kdy hrají Češi, kompletní program zápasů a základní skupiny",SeznamZpravy,0
Soudce Trumpovi nařídil dočasně zastavit stavbu tanečního sálu Bílého domu,SeznamZpravy,0
Rakousko zavede opatření ke snížení cen paliv,SeznamZpravy,0
"„Hanba, odvolat.“ V Bratislavě protestují proti ministryni kultury",SeznamZpravy,0
Ministerstvo životního prostředí snížilo počet míst o 38,SeznamZpravy,0
"ODS se loni vrátila do zisku 10,4 milionu, o rok dříve byla ve ztrátě",SeznamZpravy,0
"Nositelka Nobelovy ceny Mohammadíová je ve špatném stavu, tvrdí její tým",SeznamZpravy,0
Soud poslal do vazby i pátého zadrženého v případu požáru ve zbrojovce LPP,SeznamZpravy,0
Škoda Group má zakázky zhruba za 98 miliard,SeznamZpravy,0
Desetikorunová marže u benzinek. Babiš problém nafukuje nepřesným výpočtem,SeznamZpravy,0
„Řekl jsem něco špatně?“ Novináři mají nahrávky hovoru Szijjárta s Lavrovem,SeznamZpravy,0
Vláda sebrala peníze neziskovkám. Státu se to krutě prodraží,SeznamZpravy,0
"Pavel žádá omezení vztahů se Szijjártóem. Jeho názor není důležitý, řekl Macinka",SeznamZpravy,0
Pákistán se snaží o roli vyjednavače mezi Íránem a USA. Hraje o vlastní čest,SeznamZpravy,0
Velryba na severu Německa uvázla potřetí,SeznamZpravy,0
V íránských milicích slouží i děti,SeznamZpravy,0
Roky si na ně stěžovali. Kraj vymění záchranářům „zamrzávající“ defibrilátory,SeznamZpravy,0
"Hodně zlata, letadlo a jeho jméno na vrcholu. Trump ukázal návrh své knihovny",SeznamZpravy,0
Rheinmetall spojí síly s Boeingem. Německu chtějí dodat obří drony,SeznamZpravy,0
Jak se podvádí ve fotbale a proč Maďaři mlčí,SeznamZpravy,0
Za právní pomoc pro cizince zaplatí stát víc. Vnitro přitom mělo na výběr,SeznamZpravy,0
Recenze: Není to obvyklé divadlo. Ve starodávné kuchyni herci vaří a vyprávějí,SeznamZpravy,0
Britský král Karel III. v dubnu přijede na státní návštěvu USA,SeznamZpravy,0
Plaga zkrátil školní rok. Výuka letos skončí o čtyři dny dříve,SeznamZpravy,0
Další pražský hotel na prodej. Cena bude okolo tří miliard,SeznamZpravy,0
"Slováci se normalizují v přímém přenosu, je to varování pro Česko, říká expert",SeznamZpravy,0
Srovnávací fotky rok poté: Stopy po zemětřesení jsou v Myanmaru stále patrné,SeznamZpravy,0
"Ceny plynu se mohou přiblížit i ke 100 eurům, říká energetik",SeznamZpravy,0
Havlíček: V EU nehrozí akutní nedostatek pohonných hmot. Vyzval ke koordinaci cenových opatření,Blesk,1
Trump má s tančírnou utrum? Soud nařídil dočasné zastavení přestavby Bílého domu,Blesk,1
Intriky a hádky v Survivoru: Úmyslná prohra a spory kvůli odměně! Kdo málem nedostal najíst?!,Blesk,1
Další podezřelý ze založení požáru v Pardubicích jde do vazby. Obviněný podal stížnost,Blesk,1
Herečka Kristýna Frejová (54): Maturitní ples krásné dcery Ráchel (18)!,Blesk,1
"DiCaprio tajně ve Stavovském: Reakce herců, kteří o tom netušili",Blesk,1
Pryč s Američany! AfD se chce zbavit vojenské přítomnosti USA v Německu,Blesk,1
Vládní setkání Babiše s Ficem: Výzva k ukončení „ropné nouze“ a ostrý vzkaz Evropské komisi,Blesk,1
Lunetic po 30 letech: Šílené požadavky Martina Kociána! A přiznání o sexu…,Blesk,1
"Mercedes-Benz Trucks plánuje závod v Chebu. Jedna z nejvýznamnějších investic v Česku, tvrdí Havlíček",Blesk,1
Michaela ze Zrádců je v šoku: Otci jejího dítěte hrozí 12 let vězení!,Blesk,1
Křest klipu pro Aničku: Felix naštval Dádu fórem!,Blesk,1
Na Orbánova ministra praskly hovory s Lavrovem: Sliboval Rusům pomoc. Pavel varuje,Blesk,1
Výrazně pohublý Ivan Kraus: S úsměvem na rtech!,Blesk,1
Hegsethova svatá válka: Ministr obrany USA svým fanatismem děsí i křesťany,Blesk,1
Sněmovna má novou modrou Ústavu. Za necelé 2 miliony korun,Blesk,1
Muž donutil manželku k sexu s více než 120 muži: Přitom jí hrozil smrtí,Blesk,1
Ani vážná nemoc ji nezastaví: Celine Dion hlásí návrat!,Blesk,1
Přiznání Veroniky Žilkové (64): Kordula se za mě styděla!,Blesk,1
"Nebezpečný „Stross""? Bez semaforů mají problém nejen nevidomí, petice volá po nápravě",Blesk,1
Ministr Plaga: Školní rok skončí dřív! Na základkách a dalších školách po celém Česku,Blesk,1
"Brutální vražda v pražském lesoparku: Gauneři si odpykají výjimečné tresty, potvrdil soud",Blesk,1
"Hádka o poplatky v Blesku: Ničíte ČT, zuřil exministr Baxa. Nacher: Bráníme seniory",Blesk,1
Zfetovaný Jan v Paraguayi zabil krajana Martina: Krutý útok sekerou!,Blesk,1
Houslista Pavlica (72) z kapely Hradišťan: Drsný pád z kola!,Blesk,1
Další obrat v kauze zavražděného novináře Kuciaka: Svědek odmítl mluvit!,Blesk,1
Konec divokých večírků? Čeští mileniálové mění návyky a omezují alkohol i kofein! Co prozradil průzkum?,Blesk,1
Poprask v Indii: Slováka v džungli zatkla armáda! Chtěl na černo do Myanmaru,Blesk,1
"Single máma v pikantní Naked Attraction: Pornominulost, muži 60+ i žádost o ruku!",Blesk,1
Velikonoční výluka v Praze: Omezení na „céčku“ i na tramvajové trati mezi Andělem a Palackého náměstím,Blesk,1
Jarní úklid trochu jinak: Patří staré věci opravdu do odpadu? Praha rozšiřuje síť reuse pointů,Blesk,1
Vlk z Grosse Bergstrasse: Vyděšená šelma v centru Hamburku pokousala ženu a utíkala policistům,Blesk,1
Smutný pohled na fotbalistu Fenina (38): Démoni ho válcují! Marný boj se závislostí,Blesk,1
Létající švec Jan Potměšil slaví »60«: Dvakrát o fous utekl smrti!,Blesk,1
"ONLINE: Konec války na obzoru? Trump chce ukončit konflikt, i když nebude otevřen Hormuzský průliv",Blesk,1
"Úspěšný neurovědec, byznysmeni i generál z USA. V Praze proběhne prestižní konference",Blesk,1
Britney Spearsová po řízení v opilosti: Usmíření se syny na jachtě! Nebo podvod?,Blesk,1
"Budoucí televizní plavčice, co si vycpává prsa, klofla hvězdu Rocketmana: Večeře, držení se za ruce a viditelná chemie",Super,1
Nedožité šedesátiny Ivety Bartošové se blíží: Šárka Vaňková chystá velkou poctu v kostele,Super,1
"Tomio Okamura předvedl v přímém přenosu něco, co žádný politik před ním: Chceme takhle vidět Fialu, burácejí fanoušci",Super,1
Rychlá jízda bez pásů se krásné influencerce vymstila: Po bouračce skončila se zdevastovaným obličejem,Super,1
Survivor pod palbou: Klec pro muže a zvýhodněné ženy? Diváci mluví o tlačené vítězce a osočují produkci,Super,1
"Petra Kvitová se pochlubila první fotkou svých dvojčátek! Prozradila, jak se holčičky jmenují",Super,1
Detaily posledního rozloučení s Mínou: Dojde i na dojemné chvilky,Super,1
Osmany Laffita se pochlubil luxusní károu. Díky kubánskému návrháři navíc do Česka míří hudební megahvězda,Super,1
"Na pumpě si poručil čaj a croissant a hlásí, že benzín zlevnil: Vicepremiér Havlíček je teď všem pro smích",Super,1
"První coming out v Survivoru! Prachařová přiznala, že je na ženy. Pochlubila se přítelkyní Dominikou",Super,1
Glosa: Jak dlouho ještě bude Okamura dělat z Vojtěcha vola? Rozhodující střet se nemilosrdně blíží,Super,1
Kvůli pomluvám o těhotenství se starším kolegou se mladičká herečka zabila. Krásné Širín bylo teprve 20,Super,1
"Tykačova Tymeprax může odkoupit polovinu Mafry, rozhodl antimonopolní úřad",CT24,0
Identifikace občanů v on-line komunikaci s úřady částečně nefunguje,CT24,0
Výbuchy v muničním skladu v Burundi zabily desítky lidí a až tisíce zranily,CT24,0
Trump silně zvažuje stažení z NATO,CT24,0
"Deficit veřejných financí vloni mírně stoupl na 2,1 procenta HDP",CT24,0
"Trump odebral dotace veřejnoprávním médiím v rozporu s ústavou, rozhodl soudce",CT24,0
Výroba v Počeradech a Chvaleticích by mohla pokračovat i déle než rok,CT24,0
Část smlouvy s Vatikánem je v rozporu s ústavním pořádkem,CT24,0
"Izraelské údery zasáhly Teherán, Írán odpověděl raketami na Izrael",CT24,0
Černý déšť v Íránu je jen začátek. Ve válce může jít o vodu,CT24,0
„Diktátor“ i „užiteční idioti“. Vztah Orbána s EU zkalily spory o migraci či korupci,CT24,0
"Na Krymu se zřítil ruský vojenský letoun, zemřelo 29 lidí, uvedla Moskva",CT24,0
Izraelské útoky v okolí Bejrútu podle libanonských úřadů zabily sedm lidí,CT24,0
"USA útoky na Írán ukončí během dvou nebo tří týdnů, tvrdí Trump",CT24,0
Koupaliště po letech otevře Bystřice u Benešova. Radnice zvažuje obnovu biotopu za 70 milionů,iROZHLAS,0
"Naše víra každým dnem stoupala, říká Koubek. Bude nejstarším trenérem na MS, je to pro něj ale pocta",iROZHLAS,0
Online identifikace občanů částečně nefunguje. Lidé se nemohou přihlásit do systémů státní správy,iROZHLAS,0
ÚOHS: Tykačova firma Tymeprax může od Kaprainu odkoupit polovinu skupiny Mafra,iROZHLAS,0
‚Šlo pouze o mé ego.‘ Raper Hard Rico je odsouzený ke čtyřem rokům ve vězení,iROZHLAS,0
Nemocnice v Kyjově má nového ředitele. Jihomoravský kraj zvažuje výměnu i ve Znojmě,iROZHLAS,0
Golfová legenda Woods se na neurčito vzdává kariéry. Chce se léčit a soustředit na své zdraví,iROZHLAS,0
